,audio_time,sampling_rate,feature_extraction,label,description
33,"[-0.00016785 -0.00021362 -0.00015259 ... -0.00015259 -0.00012207
 -0.00013733]",22050,"[[-1.39158588e+01 -9.61306733e+00  2.91797161e+00 ...  1.18807944e+00
   1.00457303e+00  3.48739776e-03]
 [-1.41544868e+01 -1.00746804e+01  1.75138680e+00 ...  7.24370916e-01
   1.38926247e+00  1.04129754e+00]
 [-1.41197462e+01 -1.05348551e+01  9.99425495e-01 ...  5.63311932e-02
   7.99890170e-01  1.16295051e+00]
 ...
 [-1.44140733e+01 -8.91513838e+00  1.12288925e-01 ... -3.65439707e-02
  -4.05395174e-01 -5.32690830e-01]
 [-1.42594825e+01 -9.19452224e+00  3.84776390e-01 ... -2.52838687e-01
  -1.01454561e+00 -1.99448786e+00]
 [-1.40188905e+01 -9.54422469e+00  1.85821364e-01 ...  1.15447044e+00
   4.40749467e-01 -1.16154007e+00]]",1,กระท้อน
34,"[ 0.0000000e+00 -1.5258789e-05 -6.1035156e-05 ... -1.8310547e-04
 -1.0681152e-04 -9.1552734e-05]",22050,"[[-13.73147637 -10.06800837   0.73219057 ...  -0.79789095  -0.47767729
   -0.77513236]
 [-13.8229712  -10.97963442   0.14174677 ...   0.66703838   0.31137569
   -0.39865832]
 [-13.69608941 -10.78977871   0.86606299 ...  -0.39314852  -0.73961913
   -0.6535982 ]
 ...
 [-13.91388762  -9.60236983  -1.66100304 ...   0.97902084   0.29048028
   -0.21675942]
 [-13.9794568   -9.92555681  -0.41165013 ...   0.56415531  -0.43953568
    0.46884634]
 [-13.76997493 -10.93459593  -1.45023128 ...  -1.0061883   -0.4014891
    0.41541894]]",1,กระท้อน
35,"[-3.0517578e-05 -3.0517578e-05 -4.5776367e-05 ... -7.6293945e-05
 -1.9836426e-04  0.0000000e+00]",22050,"[[-1.41685050e+01 -9.29627406e+00  2.45166812e+00 ... -1.41245929e-01
  -3.01497884e-01 -1.35691803e+00]
 [-1.42499560e+01 -8.97339646e+00  8.65635860e-01 ... -9.60150535e-02
  -2.51843248e-01 -1.07072091e+00]
 [-1.40670522e+01 -9.09472650e+00  1.62949149e+00 ...  1.84344882e-01
  -9.97728014e-02  3.26687704e-02]
 ...
 [-1.40163182e+01 -9.31486864e+00 -5.28581067e-01 ...  7.61934929e-02
   1.77278821e-01 -1.36110564e-02]
 [-1.39520998e+01 -9.97015283e+00  1.26167086e+00 ...  1.17968308e+00
  -3.74759980e-01 -5.20866860e-01]
 [-1.38813459e+01 -1.00136313e+01  5.46587121e-01 ...  6.21461506e-01
  -2.50912676e-01  9.77657025e-01]]",1,กระท้อน
36,"[-2.5939941e-04 -2.8991699e-04 -1.3732910e-04 ... -4.5776367e-05
  3.0517578e-05 -3.0517578e-05]",22050,"[[-14.07277836  -9.97512714   1.36906177 ...  -0.30743978   0.103525
   -0.6254675 ]
 [-13.93695096 -10.52512156   1.5466859  ...   1.12856366   0.09470501
   -0.06763192]
 [-13.80352991 -10.24375485   1.655742   ...   0.13145826  -0.76794768
    0.30207088]
 ...
 [-14.02176557  -8.39955551   0.68336436 ...   0.74714372   0.14297288
   -0.20420866]
 [-14.18735016  -7.84076845   2.23229082 ...  -0.65269452   0.04328741
   -0.82802362]
 [-14.04313231  -8.67594977   2.7021322  ...  -0.52049878   1.91655447
    0.54677535]]",1,กระท้อน
37,"[-2.2888184e-04 -2.8991699e-04 -1.9836426e-04 ... -9.1552734e-05
  6.1035156e-05 -6.1035156e-05]",22050,"[[-1.40742012e+01 -1.23236247e+01 -3.61207820e-01 ...  5.57991358e-01
   3.23642334e-01 -2.17182804e-01]
 [-1.39768545e+01 -1.14790793e+01  1.26369283e+00 ... -3.81437937e-02
  -4.88356475e-01 -3.50293904e-01]
 [-1.37267605e+01 -1.16083114e+01  2.09941363e+00 ...  9.53053065e-01
  -8.44420765e-01 -8.07715914e-01]
 ...
 [-1.40893611e+01 -9.88559002e+00 -1.42280797e-02 ... -1.31026147e+00
  -3.53722667e-01  9.46127922e-01]
 [-1.42462890e+01 -9.37224612e+00  7.67512680e-01 ... -9.45588338e-01
   5.40491365e-01  1.29381731e+00]
 [-1.43089100e+01 -8.94655486e+00  1.26205701e+00 ... -1.02227874e+00
  -1.24435159e+00 -3.35806477e-01]]",1,กระท้อน
38,"[-0.00012207 -0.00010681 -0.00022888 ... -0.00022888 -0.00028992
 -0.00021362]",22050,"[[-1.39733735e+01 -9.58259456e+00  8.68341205e-01 ...  7.13969384e-01
  -7.33674682e-01 -8.45765385e-01]
 [-1.37326332e+01 -9.12515628e+00  1.71819681e+00 ... -8.02960097e-01
  -1.52489132e+00 -5.77376494e-01]
 [-1.40065062e+01 -9.93846443e+00  1.11434184e+00 ... -5.91117946e-03
  -9.73265333e-01 -8.40900433e-01]
 ...
 [-1.37126313e+01 -9.13532159e+00  1.19833487e+00 ... -1.98508250e-01
   8.10913368e-01  5.10544469e-01]
 [-1.37196596e+01 -9.78811402e+00 -6.27848706e-03 ... -6.57950045e-01
  -9.57378598e-01 -6.98421110e-01]
 [-1.39914983e+01 -8.57460980e+00  1.62175573e+00 ...  3.80705436e-01
   3.21307264e-01 -9.69097657e-01]]",1,กระท้อน
39,"[-0.0002594  -0.00019836 -0.00030518 ... -0.0002594  -0.00022888
 -0.00024414]",22050,"[[-14.1558212  -11.24661789   2.76063455 ...   0.38221356  -0.22944867
   -1.02199976]
 [-14.10326783  -9.50922031   0.63143817 ...   0.36628792   0.05469526
   -0.46083709]
 [-13.99898418  -9.97637291  -0.38690407 ...  -0.40675794  -0.23662078
   -0.29218339]
 ...
 [-14.03846276 -10.74466819   2.84433935 ...   0.60791594  -0.22921954
   -0.5666237 ]
 [-13.77314218 -10.26477498   0.75385127 ...   0.6659012   -0.17543628
   -0.17531851]
 [-13.86355345 -10.95444955   1.37227126 ...   0.1816875    0.39867425
   -0.50892724]]",1,กระท้อน
40,"[-0.00013733 -0.00012207 -0.00019836 ... -0.00024414 -0.00022888
 -0.00027466]",22050,"[[-13.92155585 -11.42480807  -1.00737524 ...  -0.05643187   1.11070475
    0.75834054]
 [-13.67668895 -11.59137391  -0.61772607 ...   0.46147827   0.8906275
    0.46346997]
 [-13.75057075  -9.98888483  -0.88190773 ...  -0.12165724   0.14468903
   -0.57318985]
 ...
 [-14.01317598 -12.37736924  -0.22509952 ...   0.04926122   0.11693425
   -0.49343596]
 [-14.00601213 -11.21720835   0.9416541  ...   1.03217127   0.92421002
    0.93175674]
 [-13.99243621 -11.9230617    0.07364742 ...   0.61365077  -0.02328743
    0.42965585]]",2,กระเทียม1
41,"[-0.00022888 -0.00028992 -0.00019836 ... -0.00027466 -0.00019836
 -0.00030518]",22050,"[[-1.39882582e+01 -1.07177913e+01  1.21102640e+00 ...  1.72836859e-01
  -7.53656627e-01 -6.58542624e-01]
 [-1.40668824e+01 -1.30903973e+01  2.46590800e+00 ... -8.21903538e-01
   4.22541436e-02  1.14232441e+00]
 [-1.41116845e+01 -1.21432157e+01  3.45362921e+00 ...  9.98093324e-03
   8.55981566e-02  8.51717514e-01]
 ...
 [-1.37098934e+01 -1.17752284e+01 -1.19422631e+00 ...  1.89972265e-01
   1.12355873e+00  9.76258148e-01]
 [-1.38844401e+01 -1.09705070e+01 -9.58901361e-01 ...  6.91306360e-03
   9.24650871e-01 -2.84125644e-01]
 [-1.42338169e+01 -1.15427855e+01 -2.67135540e+00 ... -5.10713189e-01
   2.17696625e-01 -9.43329398e-01]]",2,กระเทียม1
42,"[-1.2207031e-04 -1.3732910e-04 -1.0681152e-04 ... -4.5776367e-05
  4.5776367e-05 -6.1035156e-05]",22050,"[[-14.12369623 -10.73470602   2.68020617 ...  -0.64774139  -0.41114312
   -0.68826502]
 [-13.82814149 -10.6948842    1.74095116 ...  -0.81024813   0.32471077
   -0.11883669]
 [-13.81922055 -11.04291884   1.82359548 ...  -0.3656315    1.66280601
    0.61472269]
 ...
 [-14.06473248 -10.0967475   -0.25485937 ...   2.2067968    0.77896432
    0.29944381]
 [-13.87089527 -11.44835154   0.29650841 ...   1.28145752   1.40277987
    0.05556564]
 [-13.91882441  -9.85519335   1.25846192 ...   1.40104327   1.01491124
   -0.15894464]]",2,กระเทียม1
43,"[-2.4414062e-04 -2.7465820e-04 -2.4414062e-04 ... -1.9836426e-04
 -4.5776367e-05 -3.0517578e-05]",22050,"[[-14.04225966 -11.74157735   2.4799378  ...   0.58718966   0.31080066
    0.27603619]
 [-14.0029762  -11.00638895   2.24885115 ...   1.68607721   0.37350931
   -0.56020839]
 [-13.68274361 -12.27071844   1.43769651 ...   2.71895612   1.24880052
    0.16121215]
 ...
 [-13.79829303 -11.61604629  -0.74851622 ...   0.61536647   0.61338581
   -0.26104457]
 [-13.8761866  -12.55492809  -1.27809992 ...  -0.08441258   0.04133007
   -0.17697439]
 [-14.07343256 -11.27896492  -0.37650658 ...  -1.34859526  -0.77008852
    0.15579289]]",2,กระเทียม1
44,"[-2.4414062e-04 -2.5939941e-04 -2.4414062e-04 ...  1.0681152e-04
 -1.3732910e-04 -3.0517578e-05]",22050,"[[-1.38933370e+01 -1.13890698e+01  5.06515104e-01 ... -6.11324294e-01
  -7.73998814e-03 -4.09902285e-02]
 [-1.37022148e+01 -1.20585916e+01  7.31914784e-01 ...  1.11040564e-01
   5.42666776e-01  2.74181853e-01]
 [-1.37658049e+01 -1.18947213e+01  3.03358810e-01 ...  1.30454939e+00
   1.39862635e+00  3.38840424e-01]
 ...
 [-1.39700663e+01 -1.12339924e+01 -1.20300069e+00 ...  9.45901288e-01
  -7.80524350e-01 -1.53296262e+00]
 [-1.39208394e+01 -1.11489848e+01 -1.32029330e+00 ... -1.18397359e-01
  -8.57585353e-02 -1.12183754e+00]
 [-1.40730776e+01 -1.15096385e+01  2.15085570e-01 ...  9.66132546e-01
   6.95898296e-02 -3.77306581e-01]]",2,กระเทียม1
45,"[-7.6293945e-05 -3.0517578e-05  3.0517578e-05 ...  7.6293945e-05
 -7.6293945e-05  7.6293945e-05]",22050,"[[-1.40006971e+01 -1.04585492e+01  2.97081031e+00 ... -5.01567513e-01
  -1.09135605e-01 -4.46845346e-01]
 [-1.40552525e+01 -1.11953171e+01  1.80095941e+00 ...  3.68396997e-03
  -1.52886880e-01 -2.72814106e-01]
 [-1.39570985e+01 -1.06517043e+01 -1.10976117e-01 ...  5.07915745e-01
   6.43145656e-01 -6.02994421e-01]
 ...
 [-1.37958176e+01 -1.22139414e+01 -1.27139826e-01 ... -1.79799415e+00
  -9.64726321e-01 -8.22990399e-01]
 [-1.35780689e+01 -1.17870040e+01 -7.98388926e-01 ... -2.03711451e-01
  -6.45091856e-01 -5.40744375e-02]
 [-1.39168329e+01 -1.12114871e+01  5.95025004e-01 ...  2.51267939e-01
   3.29437389e-01  3.65131978e-01]]",2,กระเทียม1
46,"[-1.5258789e-04 -1.5258789e-04 -7.6293945e-05 ...  3.0517578e-05
 -3.0517578e-05  1.5258789e-05]",22050,"[[-13.6137369   -9.40438308   5.10819489 ...   0.45249841   0.0301494
   -0.69656877]
 [-14.12082271  -9.29675466   4.9143748  ...  -0.29255362  -0.80498759
   -1.23837012]
 [-14.38827074 -10.16547761   2.5490631  ...  -0.26538874   0.18395587
   -0.72146869]
 ...
 [-13.75987461 -11.14269854  -1.47023354 ...   0.28912028   1.31458196
   -0.0298073 ]
 [-13.90280933  -9.60725242   0.63029021 ...  -0.40674966  -0.2969065
   -0.79810304]
 [-13.94502962 -10.35369819  -0.28803536 ...  -0.37432625  -0.12998094
   -0.49558271]]",2,กระเทียม1
47,"[-0.00027466 -0.00021362 -0.00018311 ... -0.0002594  -0.00019836
 -0.00028992]",22050,"[[-1.40979415e+01 -1.17267149e+01 -3.49074128e+00 ...  6.99168475e-02
   9.35646185e-01  5.08196355e-01]
 [-1.41141466e+01 -1.32302135e+01 -2.96057950e+00 ...  1.07077003e-01
   5.01622945e-01 -6.06846201e-01]
 [-1.39505282e+01 -1.16262114e+01  1.89703326e+00 ...  1.12031427e+00
   8.71516114e-01 -3.10723976e-01]
 ...
 [-1.34770755e+01 -1.07984489e+01 -2.17390465e-01 ... -2.04058494e-01
  -4.93658920e-01  1.15933269e-01]
 [-1.38952741e+01 -1.10851233e+01 -3.01809755e-01 ...  6.01847414e-01
   7.04931414e-01  2.74135873e-01]
 [-1.41029610e+01 -1.12637833e+01  7.88755235e-03 ...  1.14900129e+00
   1.57884067e+00  1.26690385e+00]]",2,กระเทียม1
48,"[ 0.0000000e+00 -4.5776367e-05  6.1035156e-05 ...  0.0000000e+00
  3.0517578e-05 -6.1035156e-05]",22050,"[[-14.12516937 -12.98956647   0.52914272 ...  -0.57539458  -0.72121409
    0.30872837]
 [-14.12210894 -12.14797451   1.89191883 ...  -0.53417225  -0.5635261
    0.47506509]
 [-14.06838518 -11.37150663   3.76203963 ...  -0.33569551  -0.45004573
    0.54833365]
 ...
 [-13.84567019 -10.44602895   2.64833598 ...   0.18194051   0.70268341
   -0.47667843]
 [-14.01230743  -9.98970722   2.46861009 ...  -0.10758213   0.39610984
   -0.2511207 ]
 [-13.71267243 -11.53825957  -0.46235828 ...  -0.73321085  -1.947601
   -0.53629744]]",2,กระเทียม1
49,"[-2.2888184e-04 -2.5939941e-04 -2.1362305e-04 ... -3.0517578e-05
  6.1035156e-05 -7.6293945e-05]",22050,"[[-14.29726747 -10.69737786   3.92907091 ...  -1.13693271  -0.51724583
   -0.045597  ]
 [-14.19950479 -10.51469346   3.84188055 ...   0.0427457   -1.0752079
   -1.71442925]
 [-14.25045679 -10.15641289   2.32031632 ...  -0.61574809  -1.36596273
   -1.88289591]
 ...
 [-13.9722458  -11.31161054   1.81825525 ...  -1.04100783  -0.06307989
    0.58833078]
 [-13.87473757 -10.77329616  -0.28657245 ...  -0.8122087   -0.57406455
   -0.39101606]
 [-13.65180166 -11.23047374  -1.05524244 ...  -0.22664834  -0.22679738
   -0.39822738]]",2,กระเทียม1
50,"[-1.2207031e-04 -1.6784668e-04 -9.1552734e-05 ... -7.6293945e-05
 -1.2207031e-04 -2.4414062e-04]",22050,"[[-1.41740293e+01 -1.12570255e+01 -1.16430478e+00 ...  4.95901322e-01
   3.89202759e-01 -1.00047284e-01]
 [-1.39450408e+01 -1.25430205e+01 -6.38109284e-01 ...  9.67125608e-01
   6.19320133e-01  5.72159877e-01]
 [-1.37868808e+01 -1.12786642e+01  1.60714380e-02 ...  1.02400636e+00
   1.04127422e+00  8.18965902e-01]
 ...
 [-1.37823750e+01 -1.19135646e+01  1.39975206e+00 ... -8.42019133e-02
  -3.88349892e-01  9.60417136e-01]
 [-1.40900894e+01 -1.15641682e+01  5.74603508e-01 ... -2.77208926e-02
  -1.91073080e-01 -9.90681767e-01]
 [-1.38751118e+01 -1.14292151e+01 -1.80261846e+00 ...  3.08441806e-01
  -1.77813192e-01  1.23841996e-02]]",2,กระเทียม1
51,"[-1.0681152e-04 -1.6784668e-04 -6.1035156e-05 ...  3.0517578e-05
  1.5258789e-05 -6.1035156e-05]",22050,"[[-1.38606790e+01 -1.20090309e+01 -1.56849006e+00 ... -1.17936550e+00
  -1.15723893e+00 -1.46228309e+00]
 [-1.39169661e+01 -1.00582640e+01  1.38408476e+00 ...  5.44221460e-01
  -1.70398979e-01 -4.88014348e-01]
 [-1.40693321e+01 -1.07768474e+01 -1.26710841e+00 ...  7.93272945e-01
   1.58287498e+00  7.25315454e-01]
 ...
 [-1.38248912e+01 -1.19273244e+01 -1.88440633e+00 ... -7.67229412e-01
  -8.82233367e-01 -1.12933324e-02]
 [-1.38808880e+01 -1.15113917e+01 -4.53652205e-01 ... -3.02049684e-01
  -5.29428720e-02  9.42101812e-01]
 [-1.38728774e+01 -1.13059462e+01 -4.73772500e-02 ...  9.55010721e-02
  -2.15940783e-01  5.57552370e-01]]",2,กระเทียม1
52,"[-4.5776367e-05  1.5258789e-05 -3.0517578e-05 ... -2.7465820e-04
 -1.0681152e-04 -1.5258789e-04]",22050,"[[-13.82191762 -11.39782803  -0.30287707 ...   1.00871247   0.10041838
    0.48094896]
 [-13.66764706 -10.37377049  -0.27932993 ...   2.25174444   0.67339055
    0.18550546]
 [-13.90086094 -10.78109846   0.51222035 ...   0.71849764  -0.75394013
    0.15761089]
 ...
 [-13.69613627 -12.01947228  -0.30295094 ...   1.02276771   1.23603176
    1.23171668]
 [-13.92514625 -11.76657695  -0.98305651 ...   1.19383974   1.71378817
    0.97774471]
 [-13.98477148 -12.50194648  -1.84788401 ...   1.64777396   2.18135039
   -0.4725193 ]]",2,กระเทียม1
53,"[-0.00027466 -0.0002594  -0.00022888 ... -0.00019836 -0.00018311
 -0.00016785]",22050,"[[-14.00081709 -11.12847567   1.33238428 ...  -0.02999097   0.11237598
   -0.71180182]
 [-13.83608333 -10.49977853   0.76356821 ...   0.28518351  -0.35176956
   -0.72290512]
 [-13.7841061  -11.17679171   0.35971818 ...   0.22569958   0.0571433
   -0.5345884 ]
 ...
 [-14.02372958 -11.9324333    0.21752737 ...   0.59308168  -0.36418059
   -0.30138059]
 [-13.74589491 -11.65846751   1.99019542 ...   0.8880403   -0.77481102
   -0.98982753]
 [-13.74299563 -11.64133002   0.45482615 ...   1.79154985   0.35841458
    0.28646003]]",2,กระเทียม1
54,"[ 0.0000000e+00 -1.5258789e-05 -1.3732910e-04 ... -1.5258789e-05
 -3.0517578e-05  1.5258789e-05]",22050,"[[-13.93820114 -11.04187611   0.8963793  ...   1.14604897   0.62122735
    0.28409256]
 [-14.04942912 -10.35091021  -0.09492775 ...   0.24908807   0.18644203
   -0.29604963]
 [-13.65374019 -10.99850955   0.63327626 ...   1.02735077   0.27569443
    0.4472426 ]
 ...
 [-13.81775065 -12.30586851  -0.9632085  ...   0.41301566  -1.08470165
   -0.75852765]
 [-13.79295409 -11.77297791  -2.08828852 ...  -0.17662128  -0.46837087
   -0.54272888]
 [-13.87169818 -10.51984899  -0.61388724 ...   0.81050442   0.04177771
    0.52537347]]",2,กระเทียม1
55,"[-6.1035156e-05 -7.6293945e-05 -6.1035156e-05 ... -3.3569336e-04
 -1.6784668e-04 -2.7465820e-04]",22050,"[[-1.39328398e+01 -1.27642024e+01  1.67161270e+00 ...  2.36163769e-01
  -5.03679808e-01 -9.28320983e-01]
 [-1.40419342e+01 -1.35800894e+01  7.60319828e-01 ...  8.85324776e-01
   1.19113194e+00  1.69584845e+00]
 [-1.39300927e+01 -1.29568827e+01  1.45566549e+00 ...  9.10394521e-01
   1.55249774e+00  5.16838666e-01]
 ...
 [-1.39803243e+01 -1.01918938e+01 -3.09512605e-01 ... -1.02976063e+00
  -2.57387646e-01  3.08947473e-01]
 [-1.36226334e+01 -1.07331601e+01  1.83966720e+00 ... -3.13646761e-01
   1.13302940e-01  4.00281068e-01]
 [-1.36669132e+01 -1.10625685e+01  1.44076643e+00 ...  3.14118781e-01
  -1.27005771e-02  1.85923680e-01]]",2,กระเทียม1
56,"[-1.6784668e-04 -9.1552734e-05 -1.5258789e-05 ... -1.8310547e-04
 -2.7465820e-04 -2.2888184e-04]",22050,"[[-13.99182197 -11.2474038    0.67735997 ...   0.68764543  -0.32623442
   -1.42459896]
 [-13.90387787 -12.30462416  -0.29502656 ...   1.00604232  -0.17046453
   -0.91350773]
 [-13.91559694 -11.82010131  -0.06492296 ...   0.26821775  -0.83743222
   -0.45086477]
 ...
 [-14.02950073 -11.46614579   3.53780859 ...  -0.53993893   0.34756822
    0.9892798 ]
 [-14.03111654 -12.01515878   2.7337482  ...   0.61977911  -0.14027102
   -0.70942599]
 [-14.08236295 -11.35689618   0.57000435 ...   0.18830858  -0.40537329
   -2.07388376]]",2,กระเทียม1
57,"[-9.1552734e-05 -1.5258789e-04 -9.1552734e-05 ...  3.0517578e-05
 -7.6293945e-05  0.0000000e+00]",22050,"[[-14.03053272 -10.74448029   0.40932045 ...   0.6546869    0.52313114
    0.18269981]
 [-13.82815677 -11.38628843  -0.82816487 ...   0.27774002   0.19867377
   -0.02215618]
 [-13.90109833 -10.62693303  -1.34267147 ...   1.24143944   0.69033881
    0.56945166]
 ...
 [-14.0388697  -10.64449407  -1.08219953 ...   0.82976324  -0.1780123
   -0.49548967]
 [-14.01967281 -11.61468572  -1.75106801 ...  -0.09750225  -0.65056413
   -0.60821563]
 [-13.86377952 -12.96501763  -1.3156627  ...  -0.47758305  -0.56722698
    0.3036104 ]]",2,กระเทียม1
58,"[-1.0681152e-04 -1.8310547e-04 -4.5776367e-05 ... -2.2888184e-04
 -2.5939941e-04 -2.2888184e-04]",22050,"[[-1.40572598e+01 -1.16192731e+01 -1.85339838e-01 ... -1.93092186e-01
   8.31921934e-01  8.03019522e-01]
 [-1.41076791e+01 -1.18759749e+01  1.12188310e+00 ... -6.41327096e-01
   1.17763294e+00  1.06148423e+00]
 [-1.40493225e+01 -1.05387542e+01  3.35025235e+00 ... -1.86532438e-01
   1.08949116e+00  4.38209021e-01]
 ...
 [-1.38944689e+01 -1.18557596e+01  2.74759296e+00 ...  1.03457710e+00
   1.22080146e+00  1.56620746e+00]
 [-1.38575496e+01 -1.08908727e+01  4.95642234e+00 ...  8.63779061e-01
   5.06562600e-01  7.80562755e-01]
 [-1.38071708e+01 -1.11121055e+01  2.37913589e+00 ...  7.71377635e-01
   1.98674882e-03  5.61319001e-02]]",2,กระเทียม1
59,"[-2.2888184e-04 -2.8991699e-04 -2.1362305e-04 ... -6.1035156e-05
 -1.6784668e-04 -7.6293945e-05]",22050,"[[-13.96097203 -13.30920753   0.55445556 ...  -0.74799417  -0.34989387
   -0.16894779]
 [-14.11329522 -12.81407025   2.44322119 ...  -0.32489606   0.34509385
   -0.95952839]
 [-14.16271299 -12.07165585   1.94640446 ...   0.31943465   0.74284156
   -0.80947132]
 ...
 [-13.9013578  -11.68412126   0.47184691 ...   0.24709461  -1.15514387
   -0.18447731]
 [-13.96119197 -10.07200103  -0.02380469 ...   0.61233235   0.10429398
    0.06396639]
 [-13.90059027 -10.4406765   -1.0264668  ...   0.31138631  -0.40800927
   -0.3896199 ]]",2,กระเทียม1
60,"[-0.00024414 -0.00027466 -0.00019836 ... -0.00021362 -0.00028992
 -0.00018311]",22050,"[[-13.97975267  -9.40983646   1.17608183 ...   0.15355822  -0.11605175
   -0.75781408]
 [-13.79125163  -9.56207565   0.89027386 ...   0.64910448   1.43286363
    0.69252916]
 [-14.06353654 -10.5177299    1.0323349  ...  -1.48174764  -0.2445635
   -0.4817449 ]
 ...
 [-13.91166434 -10.62430362   1.65575619 ...   0.15820943  -0.015356
   -1.5237955 ]
 [-14.14599416  -9.48330746   2.3377945  ...  -0.31218484   1.06646753
    0.46452568]
 [-14.08560382 -10.25671031   1.04465195 ...  -0.89080634  -0.11746911
    0.53877755]]",3,กระเทียม2
61,"[-2.5939941e-04 -2.4414062e-04 -2.2888184e-04 ... -1.9836426e-04
 -6.1035156e-05 -1.5258789e-04]",22050,"[[-13.93577803 -11.19204368   3.14269938 ...   0.25752447   0.20851094
    0.92805615]
 [-13.73858047 -11.57397103  -0.0219698  ...   1.07779611   1.20120351
    0.72299287]
 [-13.8785126  -10.76443303  -0.0534375  ...   1.06331252   0.96394977
    0.55081094]
 ...
 [-13.95253146 -10.36236788   0.20891424 ...   0.54224044   0.78497313
   -0.59362734]
 [-14.04387031 -10.93371613   0.38759306 ...   0.57207832   0.05232317
    0.30147387]
 [-14.12639046 -10.5155762    1.49493566 ...   1.10220423  -0.04468113
    0.34381857]]",3,กระเทียม2
62,"[-3.0517578e-05 -6.1035156e-05  3.0517578e-05 ... -2.5939941e-04
 -2.1362305e-04 -2.8991699e-04]",22050,"[[-1.40204188e+01 -1.02580579e+01  3.24866587e+00 ...  1.11814959e+00
   1.89406584e-01 -2.05569636e-01]
 [-1.39253866e+01 -1.07017956e+01  2.47587900e+00 ...  3.07039916e-01
   2.31480980e-03 -7.46384725e-01]
 [-1.39639365e+01 -1.08780639e+01  2.51343447e+00 ...  5.18483979e-01
   1.04404571e-01 -4.20490020e-01]
 ...
 [-1.38842723e+01 -9.30383034e+00  2.36906036e+00 ...  8.17623094e-01
  -8.10429012e-01 -1.75659900e-02]
 [-1.38980960e+01 -9.19417887e+00  2.95576397e+00 ... -3.48344532e-01
  -7.43756267e-02  7.23481184e-01]
 [-1.38571696e+01 -9.09684761e+00  1.32350024e+00 ... -5.48689803e-01
  -2.27172141e-01  3.12240416e-01]]",3,กระเทียม2
63,"[-1.5258789e-04 -1.6784668e-04 -6.1035156e-05 ...  3.0517578e-05
  0.0000000e+00 -1.5258789e-05]",22050,"[[-14.02365205 -12.81967011   1.55792406 ...   0.81540104  -1.10390574
   -0.80792339]
 [-14.21303536 -11.09300133   2.22042142 ...   0.02456745  -0.10683793
   -0.65439632]
 [-13.88109792 -10.76568217   1.55922915 ...  -0.80682242  -1.01745255
   -0.66836282]
 ...
 [-13.84298117 -13.13465672  -0.95266893 ...   1.64176794   1.30546335
    0.98523133]
 [-13.83317312 -11.81301557  -0.21535485 ...   1.21957722   0.44643863
    1.18171212]
 [-13.92677635 -12.73392901  -1.21388614 ...   0.49280793   0.54818064
    1.01305719]]",3,กระเทียม2
